63	1	297.9325	182.3727	0
63	2	509.8849	191.9972	0
63	3	300.6341	168.6488	0
63	4	370.9851	145.5603	0
63	5	146.615	266.5546	0
63	6	375.6387	239.9811	0
63	7	283.7743	224.8124	0
63	8	271.3766	274.5184	0
63	9	530.484	188.4569	0
63	10	197.6864	242.8165	0
63	11	573.2601	120.1004	0
63	12	516.382	121.6473	0
63	13	335.3662	145.6158	0
63	14	483.8045	180.3249	0
63	15	521.444	152.7424	0
63	16	377.954	195.9155	0
63	17	454.9751	164.7719	0
63	18	500.5182	154.7436	0
63	19	220.8396	263.5106	0
63	20	325.718	247.0685	0
63	21	36.83376	263.5927	0
63	22	83.89932	285.0035	0
63	23	367.1991	179.9406	0
63	24	518.7123	139.5668	0
63	25	244.7309	279.9374	0
63	26	460.3958	203.9349	0
63	27	491.3177	221.8225	0
63	28	70.35979	215.9257	0
63	29	510.9559	110.8411	0
63	30	481.3781	114.8975	0
63	31	176.0418	296.2687	0
63	32	562.0353	93.06931	0
63	33	553.4504	134.6503	0
63	34	262.4184	173.8592	0
63	35	45.20083	351.0496	0
63	36	248.6143	214.2696	0
63	37	329.3025	180.3685	0
63	38	200.8095	322.2797	0
63	39	486.1845	144.6215	0
63	40	564.8206	167.8057	0
63	41	291.0336	208.1697	0
63	42	260.1035	227.6809	0
63	43	332.5813	200.237	0
64	1	297.9325	182.3727	0
64	2	509.8849	191.9972	0
64	3	300.6341	168.6488	0
64	4	370.9851	145.5603	0
64	5	146.615	266.5546	0
64	6	375.6387	239.9811	0
64	7	283.7743	224.8124	0
64	8	271.3766	274.5184	0
64	9	530.484	188.4569	0
64	10	197.6864	242.8165	0
64	11	573.2601	120.1004	0
64	12	516.382	121.6473	0
64	13	335.3662	145.6158	0
64	14	483.8045	180.3249	0
64	15	521.444	152.7424	0
64	16	377.954	195.9155	0
64	17	454.9751	164.7719	0
64	18	500.5182	154.7436	0
64	19	220.8396	263.5106	0
64	20	325.718	247.0685	0
64	21	36.83376	263.5927	0
64	22	83.89932	285.0035	0
64	23	367.1991	179.9406	0
64	24	518.7123	139.5668	0
64	25	244.7309	279.9374	0
64	26	460.3958	203.9349	0
64	27	491.3177	221.8225	0
64	28	70.35979	215.9257	0
64	29	510.9559	110.8411	0
64	30	481.3781	114.8975	0
64	31	176.0418	296.2687	0
64	32	562.0353	93.06931	0
64	33	553.4504	134.6503	0
64	34	262.4184	173.8592	0
64	35	45.20083	351.0496	0
64	36	248.6143	214.2696	0
64	37	329.3025	180.3685	0
64	38	200.8095	322.2797	0
64	39	486.1845	144.6215	0
64	40	564.8206	167.8057	0
64	41	291.0336	208.1697	0
64	42	260.1035	227.6809	0
64	43	332.5813	200.237	0
65	1	297.9325	182.3727	0
65	2	509.8849	191.9972	0
65	3	300.6341	168.6488	0
65	4	370.9851	145.5603	0
65	5	146.615	266.5546	0
65	6	375.6387	239.9811	0
65	7	283.7743	224.8124	0
65	8	271.3766	274.5184	0
65	9	530.484	188.4569	0
65	10	197.6864	242.8165	0
65	11	573.2601	120.1004	0
65	12	516.382	121.6473	0
65	13	335.3662	145.6158	0
65	14	483.8045	180.3249	0
65	15	521.444	152.7424	0
65	16	377.954	195.9155	0
65	17	454.9751	164.7719	0
65	18	500.5182	154.7436	0
65	19	220.8396	263.5106	0
65	20	325.718	247.0685	0
65	21	36.83376	263.5927	0
65	22	83.89932	285.0035	0
65	23	367.1991	179.9406	0
65	24	518.7123	139.5668	0
65	25	244.7309	279.9374	0
65	26	460.3958	203.9349	0
65	27	491.3177	221.8225	0
65	28	70.35979	215.9257	0
65	29	510.9559	110.8411	0
65	30	481.3781	114.8975	0
65	31	176.0418	296.2687	0
65	32	562.0353	93.06931	0
