63	1	313.0408	110.0645	0
63	2	573.6243	104.9016	0
63	3	312.5389	103.2645	0
63	4	386.4383	99.69144	0
63	5	101.7289	144.2008	0
63	6	432.6892	131.1708	0
63	7	304.914	126.2442	0
63	8	298.1895	142.363	0
63	9	594.3907	111.7763	0
63	10	185.6466	137.4806	0
63	11	586.4963	95.67746	0
63	12	528.5042	97.32339	0
63	13	345.4721	99.5766	0
63	14	534.3565	105.308	0
63	15	556.559	98.76834	0
63	16	415.694	107.7729	0
63	17	490.0196	107.4166	0
63	18	535.338	103.976	0
63	19	220.3226	134.9833	0
63	20	370.2621	122.5812	0
63	21	-70.86604	136.8934	0
63	22	-11.55878	137.2754	0
63	23	395.5367	112.2438	0
63	24	543.4952	101.4209	0
63	25	256.7924	148.785	0
63	26	522.2549	113.9577	0
63	27	574.2657	124.4293	0
63	28	9.929113	114.6828	0
63	29	519.355	89.71735	0
63	30	488.6953	94.83484	0
63	31	139.8146	147.6766	0
63	32	558.4697	86.29974	0
63	33	577.9913	97.11874	0
63	34	268.4199	110.5568	0
63	35	-135.0478	198.0037	0
63	36	255.2303	117.3191	0
63	37	348.2491	108.0776	0
63	38	178.7807	155.743	0
63	39	510.4969	105.0403	0
63	40	618.0251	100.6387	0
63	41	309.132	119.9554	0
63	42	271.4681	119.6926	0
63	43	359.8026	122.3337	0
64	1	313.0469	110.0654	0
64	2	573.626	104.9002	0
64	3	312.5197	103.2607	0
64	4	386.4661	99.69128	0
64	5	101.6563	144.2292	0
64	6	432.6654	131.166	0
64	7	304.9212	126.2453	0
64	8	298.1772	142.3437	0
64	9	594.368	111.7707	0
64	10	185.6599	137.4778	0
64	11	586.4854	95.67615	0
64	12	528.5207	97.33136	0
64	13	345.4644	99.58801	0
64	14	534.3547	105.3089	0
64	15	556.5952	98.77802	0
64	16	415.6779	107.7634	0
64	17	490.0238	107.4164	0
64	18	535.3453	103.9768	0
64	19	220.3213	134.9858	0
64	20	370.3155	122.5802	0
64	21	-70.87116	136.8962	0
64	22	-11.57656	137.2809	0
64	23	395.5391	112.2456	0
64	24	543.4686	101.4171	0
64	25	256.8079	148.7817	0
64	26	522.274	113.9722	0
