1157	1	-12.10697	0.05315495	28.11862	-12.15567	1.797056	28.13198	0
1157	5	41.82525	0.05315495	27.7572	41.84821	1.744602	27.80065	0
1157	9	47.31363	0.05315447	39.69302	47.34211	1.738554	39.75835	0
1157	10	49.56245	0.05315447	-0.117719	49.63449	1.840179	-0.08524634	0
1157	13	-30.63742	0.05315447	42.41418	-30.6715	1.467001	42.3625	0
1157	16	-25.07954	0.05315447	1.887446	-25.10435	1.530645	1.854804	0
1157	17	40.7796	0.05315447	-25.46782	40.78819	1.592014	-25.5115	0
1157	18	-23.21866	0.05315447	36.44983	-23.26485	1.327421	36.44411	0
1157	19	49.31637	0.05315447	-34.49471	49.37646	1.546737	-34.51701	0
1157	22	44.2189	0.05315495	30.74112	44.22535	1.414155	30.80082	0
1157	24	-9.943104	0.05315447	-19.73551	-9.958447	1.488133	-19.75977	0
1157	25	-26.6718	0.05315447	41.22578	-26.71641	1.669653	41.22787	0
1157	26	37.2149	0.05315447	-22.20453	37.25729	1.820167	-22.22975	0
1157	27	48.12363	0.05315447	37.15796	48.15203	1.479791	37.19456	0
1157	32	15.89509	0.05315447	-31.56543	15.88772	1.7358	-31.61802	0
1157	33	33.96975	0.05315447	-17.73101	34.02615	1.560363	-17.7424	0
1157	36	-29.60778	0.05315447	39.63211	-29.67955	1.723877	39.6307	0
1157	38	11.6391	0.05315495	38.19973	11.65199	1.381345	38.24232	0
1157	39	9.57124	0.05315495	38.0258	9.54925	1.520146	38.06241	0
1157	41	31.40664	0.05315447	-17.61595	31.42886	1.610526	-17.64127	0
1157	42	-21.11023	0.05315447	4.693438	-21.12011	1.479021	4.635269	0
1157	43	-23.53489	0.05315447	39.42181	-23.59484	1.573974	39.39528	0
1157	44	-12.12875	0.05315495	19.50686	-12.17163	1.80498	19.52481	0
1157	47	49.83512	0.05315495	-3.929594	49.89245	1.686689	-3.943866	0
1157	48	44.24439	0.05315447	37.69289	44.27333	1.374985	37.70584	0
1157	49	-17.73357	0.05315447	6.584247	-17.74422	1.307553	6.52882	0
1157	50	32.9872	0.05315447	-21.0557	33.01737	1.611795	-21.09146	0
1157	52	-26.60736	0.05315447	38.75177	-26.65622	1.661989	38.72961	0
1157	54	46.35216	0.05315447	-34.26878	46.38904	1.702133	-34.21685	0
1157	56	-28.65158	0.05315495	36.50676	-28.65736	1.717095	36.54035	0
1157	57	27.46118	0.05315447	-13.31621	27.48612	1.530001	-13.34271	0
1157	58	17.93995	0.05315447	-29.96257	17.94754	1.394898	-30.00241	0
1157	59	-28.39613	0.05315447	-0.8830535	-28.44283	1.529739	-0.84828	0
1157	61	-4.716553	0.05315495	16.45718	-4.745576	1.550627	16.49794	0
1157	63	9.777946	0.05315495	35.25378	9.780503	1.868467	35.29228	0
1157	64	9.364656	0.05315495	39.27626	9.354033	1.601377	39.32084	0
1157	65	48.15593	0.05315447	-1.602545	48.2029	1.494695	-1.563655	0
1157	66	14.10447	0.05315495	29.25248	14.07001	1.310435	29.26147	0
1157	67	30.88351	0.05315447	-15.05978	30.92873	1.785996	-15.08467	0
1157	68	-13.68235	0.05315447	5.366811	-13.72136	1.900206	5.329932	0
1157	71	51.39159	0.05315495	32.3986	51.42049	1.442362	32.41805	0
1157	72	5.944563	0.05315495	32.5255	5.952806	1.742592	32.56951	0
1157	73	13.21078	0.05315495	35.52966	13.17507	1.63584	35.56016	0
1157	74	-25.61213	0.05315447	-1.888317	-25.65862	1.750599	-1.874701	0
1157	77	-27.20038	0.05315495	33.66622	-27.22486	1.538465	33.69235	0
1157	78	27.02675	0.05315447	-11.72255	27.04851	1.512003	-11.75529	0
1157	79	19.54672	0.05315447	-24.43298	19.56328	1.603644	-24.48467	0
1157	80	29.41809	0.05315495	20.64705	29.46465	1.478181	20.64862	0
1157	81	0.2951125	0.05315495	15.55916	0.2209576	1.850186	15.58047	0
1157	82	39.92457	0.05315447	32.89581	39.95646	1.491994	32.93427	0
1157	83	-24.22406	0.05315447	-32.34006	-24.19957	1.501941	-32.39565	0
1157	84	53.54326	0.05315495	35.16935	53.54047	1.803	35.22295	0
1157	85	3.536189	0.05315495	28.26972	3.542351	1.52933	28.31268	0
1157	86	-11.04059	0.05315447	6.948174	-11.07734	1.795463	6.909241	0
1157	88	23.35292	0.05315447	-11.4847	23.40153	1.43785	-11.46894	0
1157	89	14.90964	0.05315495	32.70553	14.84155	1.751975	32.72351	0
1157	92	27.84997	0.05315447	-19.73594	27.83327	1.298313	-19.77024	0
1157	95	32.73263	0.05315447	10.14894	32.77678	1.628599	10.16201	0
1157	96	8.174275	0.05315495	32.07217	8.18451	1.880372	32.10765	0
1157	97	-21.32635	0.05315495	-4.856665	-21.37196	1.636932	-4.865541	0
1157	99	-9.191221	0.05315447	-29.66249	-9.215053	1.531686	-29.72378	0
1157	100	23.5742	0.05315447	-8.357786	23.60377	1.700222	-8.384276	0
